ИНДЕКС;УН;№ ВЕРХ;№ НИЗ;Поставщик;Категория ВЕРХ;Группа;Наименование ВЕРХ;Наименование НИЗ;Доп. описание;Аналог / гост / чертеж / альт. договор;PB/PG-номер НИЗ;KKS-код НИЗ;Ед. изм.;Кол-во НИЗ;СКЛАД;ДЕФИЦИТ;АКЗЧ;ДЕФ с уч. АКЗЧ;Цена ВЕРХ;ИТОГО ВЕРХ;Цена НИЗ;Итого НИЗ;НАЛИЧИЕ НА СКЛАДЕ;Статус;ПРИОРИТЕТ ЗАКУПКИ;Дата доставки;Упаковочный;Столбец2;Ящик;Вес;Длина;Ширина;Высота
375;1;R3;1820.1.319;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт;;;PB0000013823;MBM__AA001G040;шт.;2;2;0;;; € 24,00 ; € 48,01 ; € 15,00 ; € 30,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
376;1;R3;1820.1.320;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт;;;PB0000160569;MBM__AA001G041;шт.;2;2;0;;; € 16,00 ; € 32,00 ; € 10,00 ; € 20,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
377;1;R3;1820.1.321;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт;;;PB0000160570;MBM__AA001G042;шт.;2;2;0;;; € 16,00 ; € 32,00 ; € 10,00 ; € 20,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
378;1;R3;1820.1.322;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Уплотнение;;;PB0000222905;MBM__HA008G203;шт.;2;2;0;;; € 116,82 ; € 233,63 ; € 73,00 ; € 146,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
379;1;R3;1820.1.323;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Ролик;;;PB0000006334;-;шт.;3;3;0;12;; € 628,88 ; € 1 886,64 ; € 393,00 ; € 1 179,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
380;1;R3;1820.1.324;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Ролик;;;PB0000006335;-;шт.;3;3;0;12;; € 628,88 ; € 1 886,64 ; € 393,00 ; € 1 179,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
381;1;R3;1820.1.325;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт с шестигранной головкой;;;PB0000001699;MBM__HA004G043;шт.;3;3;0;3;; € 19,20 ; € 57,61 ; € 12,00 ; € 36,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
382;1;R3;1820.1.326;ЗТСР (Х/1820/2021);Малые детали;люк камеры сгорания, крепёж;Малые детали;Штифт установочный;;;PB0000222904;MBM__HA008G201;шт.;3;;3;;3; € 57,61 ; € 172,82 ; € 36,00 ; € 108,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
383;1;R3;1820.1.327;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Гайка шестигранная;;;PB0000012551;MBM__HA008G202;шт.;3;3;0;;; € 20,80 ; € 62,41 ; € 13,00 ; € 39,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
384;1;R3;1820.1.328;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба;;;PB0000000574;MBM__AA001G016;шт.;4;4;0;;; € 17,60 ; € 70,41 ; € 11,00 ; € 44,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
385;1;R3;1820.1.329;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо уплотнительное;;;PB0000000827;MBM__AA001G020;шт.;4;4;0;;; € 9,60 ; € 38,40 ; € 6,00 ; € 24,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
386;1;R3;1820.1.330;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо стопорное;;;PB0000000359;MBM__AA001G029;шт.;4;4;0;;; € 1,60 ; € 6,40 ; € 1,00 ; € 4,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
387;1;R3;1820.1.331;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Головка шарнирная;;;PB0000000594;MBM__AA001G031;шт.;4;4;0;;; € 1 256,16 ; € 5 024,65 ; € 785,00 ; € 3 140,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
388;1;R3;1820.1.332;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт с шестигранной головкой;;;PB0000002601;MBM__HA008G039;шт.;5;5;0;45;; € 40,01 ; € 200,03 ; € 25,00 ; € 125,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
389;1;R3;1820.1.333;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Ролик;;;PB0000006275;-;шт.;6;6;0;24;; € 628,88 ; € 3 773,29 ; € 393,00 ; € 2 358,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
390;1;R3;1820.1.334;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба;;;PB0000001494;MBM__HA004G021;шт.;6;6;0;;; € 20,80 ; € 124,82 ; € 13,00 ; € 78,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
391;1;R3;1820.1.335;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт;;;PB0000000025;MBM__AA001G013;шт.;6;6;0;;; € 14,40 ; € 86,41 ; € 9,00 ; € 54,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
392;1;R3;1820.1.336;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба дистанционная;;;PB0000006106;MBM__AA001G030;шт.;8;8;0;;; € 41,61 ; € 332,84 ; € 26,00 ; € 208,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
393;1;R3;1820.1.337;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт цилиндрический;;;PB0000002018;-;шт.;9;9;0;9;; € 12,80 ; € 115,21 ; € 8,00 ; € 72,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
394;1;R3;1820.1.338;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Палец;;;PB0000001635;-;шт.;9;9;0;;; € 43,21 ; € 388,85 ; € 27,00 ; € 243,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
395;1;R3;1820.1.339;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Винт с внутренним шестигранником;;;PB0000002068;MBM__HA004G051;шт.;12;12;0;;; € 40,01 ; € 480,06 ; € 25,00 ; € 300,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
396;1;R3;1820.1.340;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Элемент стопорный, стальной литой;;;PB0000002069;MBM__HA004G052;шт.;12;12;0;12;; € 17,60 ; € 211,23 ; € 11,00 ; € 132,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
397;1;R3;1820.1.341;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо уплотнительное;;;PB0000000828;MBM__AA001G019;шт.;14;14;0;14;; € 11,20 ; € 156,82 ; € 7,00 ; € 98,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
398;1;R3;1820.1.342;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба;;;PB0000000442;MBM__AA001G015;шт.;16;16;0;21;; € 4,80 ; € 76,81 ; € 3,00 ; € 48,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
399;1;R3;1820.1.343;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт цилиндрический;;;PB0000001220;-;шт.;18;18;0;18;; € 14,40 ; € 259,23 ; € 9,00 ; € 162,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
400;1;R3;1820.1.344;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Держатель;;;PB0000002067;-;шт.;24;24;0;;; € 49,61 ; € 1 190,55 ; € 31,00 ; € 744,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
401;1;R3;1820.1.345;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Держатель;;ТФРС.38200182;PB0000000824;-;шт.;24;8;16;;16; € 38,40 ; € 921,72 ; € 24,00 ; € 576,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
402;1;R3;1820.1.346;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Штифт конический;;;PB0000001634;-;шт.;36;36;0;36;; € 25,60 ; € 921,72 ; € 16,00 ; € 576,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
403;1;R3;1820.1.347;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Гайка шестигранная;;;PB0000000168;MBM__HA004G049;шт.;44;44;0;2;; € 12,80 ; € 563,27 ; € 8,00 ; € 352,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
404;1;R3;1820.1.348;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Держатель керамической плитки;;ТФРС.38200185-01;PB0000221105;MBM__HA004G034;шт.;72;10;62;9;53; € 44,81 ; € 3 226,02 ; € 28,00 ; € 2 016,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
405;1;R3;1820.1.349;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Держатель керамической плитки;;ТФРС.38200185;PB0000221109;MBM__HA004G035;шт.;72;9;63;5;58; € 44,81 ; € 3 226,02 ; € 28,00 ; € 2 016,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
406;1;R3;1820.1.350;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Держатель;;ТФРС.38200187;PB0000220324;MBM__HA004G036;шт.;72;17;55;4;51; € 147,22 ; € 10 599,77 ; € 92,00 ; € 6 624,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
407;1;R3;1820.1.351;ЗТСР (Х/1820/2021);Малые детали;пламенная труба, крепёж замкового ряда;Малые детали;Винт с цилиндрической головкой;;ТФРС.38200098;PB0000001640;MBM__HA004G045;шт.;72;58;14;86;-72; € 22,40 ; € 1 613,01 ; € 14,00 ; € 1 008,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
408;1;R3;1820.1.352;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Держатель;;ТФРС.38200190;PB0000002065;-;шт.;144;95;49;5;44; € 62,41 ; € 8 986,76 ; € 39,00 ; € 5 616,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
409;1;R3;1820.1.353;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Держатель;;ТФРС.38200191;PB0000219742;-;шт.;144;128;16;;16; € 48,01 ; € 6 912,89 ; € 30,00 ; € 4 320,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
410;1;R3;1820.1.354;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Держатель;;ТФРС.38200189;PB0000001491;-;шт.;456;228;228;5;223; € 54,41 ; € 24 809,60 ; € 34,00 ; € 15 504,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
411;1;R3;1820.1.355;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Фиксатор;;ТФРС.38200179;PB0000002066;-;шт.;576;484;92;10;82; € 12,80 ; € 7 373,75 ; € 8,00 ; € 4 608,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
412;1;R3;1820.1.356;ЗТСР (Х/1820/2021);Малые детали;Держатели плитки КС;Малые детали;Сегмент профиля;;ТФРС.38200178;PB0000001492;-;шт.;1920;924;996;24;972; € 1,60 ; € 3 072,40 ; € 1,00 ; € 1 920,00 ; Отсутствует ; Ожидается ;900;;;;;;;;
413;1;R3;1820.1.357;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо уплотнительное;;;PB0000165576;-;шт.;16;16;0;16;; € 25,60 ; € 409,65 ; € 16,00 ; € 256,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
414;1;R3;1820.1.358;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо уплотнительное A10x13,5;;;PB0000000953;-;шт.;16;16;0;16;; € 4,80 ; € 76,81 ; € 3,00 ; € 48,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
415;1;R3;1820.1.359;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Уплотнительное кольцо;;;PB0000000710;-;шт.;16;16;0;;; € 27,20 ; € 435,26 ; € 17,00 ; € 272,00 ; В наличии ; Не будет поставлено ;0;19.07.2022;;;;;;;
416;1;R3;1820.1.360;ЗТСР (Х/1820/2021);Малые детали;горелка, крепёж имитатора форсунки жт;Малые детали;Уплотнительное кольцо;;DIN7603 - A27x32 - St;PB0000007724;-;шт.;16;;16;;16; € 14,40 ; € 230,43 ; € 9,00 ; € 144,00 ; Отсутствует ; Не будет поставлено ;1000;;;;;;;;
417;1;R3;1820.1.361;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо подкладное;;;PB0000000108;-;шт.;16;16;0;2;; € 11,20 ; € 179,22 ; € 7,00 ; € 112,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
418;1;R3;1820.1.362;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо уплотнительное;;;PB0000000107;-;шт.;16;16;0;16;; € 19,20 ; € 307,24 ; € 12,00 ; € 192,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
419;1;R3;1820.1.363;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Вставка резьбовая AM20x40;;;PB0000001124;-;шт.;32;32;0;8;; € 4,80 ; € 153,62 ; € 3,00 ; € 96,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
420;1;R3;1820.1.364;ЗТСР (Х/1820/2021);Малые детали;газораспределитель, крепёж;Малые детали;Уплотнение круглое;;A10 326x3 Kempchen;PB0000001709;MBP__KV017G006;шт.;2;1;1;1;0; € 187,22 ; € 374,45 ; € 117,00 ; € 234,00 ; Отсутствует ; Не будет поставлено ;1000;;;;;;;;
421;1;R3;1820.1.365;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Кольцо дистанционное;;;PB0000006410;MBP__KV017G014;шт.;2;2;0;;; € 588,88 ; € 1 177,75 ; € 368,00 ; € 736,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
422;1;R3;1820.1.366;ЗТСР (Х/1820/2021);Малые детали;газораспределитель, крепёж;Малые детали;Уплотнение круглое;;A10 122x3 Kempchen;PB0000001708;MBP__KV017G005;шт.;4;1;3;3;0; € 52,81 ; € 211,23 ; € 33,00 ; € 132,00 ; Отсутствует ; Не будет поставлено ;1000;;;;;;;;
423;1;R3;1820.1.367;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт;;;PB0000001783;MBP__KV017G007;шт.;8;8;0;8;; € 36,80 ; € 294,44 ; € 23,00 ; € 184,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
424;1;R3;1820.1.368;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Гайка шестигранная;;;PB0000000619;MBP__KV017G009;шт.;23;23;0;16;; € 19,20 ; € 441,66 ; € 12,00 ; € 276,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
425;1;R3;1820.1.369;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шпилька;;;PB0000002469;MBP__KV017G012;шт.;16;16;0;8;; € 27,20 ; € 435,26 ; € 17,00 ; € 272,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
426;1;R3;1820.1.370;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Шайба;;;PB0000000488;MBP__KV017G008;шт.;52;52;0;26;; € 8,00 ; € 416,05 ; € 5,00 ; € 260,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
427;1;R3;1820.1.371;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Пластина;;;PB0000151877;MBP__KV017G015;шт.;32;32;0;;; € 94,41 ; € 3 021,19 ; € 59,00 ; € 1 888,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
428;1;R3;1820.1.372;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Болт;;;PB0000006790;MBP__KV017G017;шт.;32;32;0;8;; € 20,80 ; € 665,69 ; € 13,00 ; € 416,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
429;1;R3;1820.1.373;ЗТСР (Х/1820/2021);Малые детали;газораспределитель, крепёж;Малые детали;Прокладка, S=2,0;;;PB0000007505;MBP__KV017G019;шт.;64;43;21;;21; € 8,00 ; € 512,07 ; € 5,00 ; € 320,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
430;1;R3;1820.1.374;ЗТСР (Х/1820/2021);Малые детали;газораспределитель, крепёж;Малые детали;Прокладка, S=1,0;;;PB0000007506;MBP__KV017G020;шт.;64;53;11;;11; € 6,40 ; € 409,65 ; € 4,00 ; € 256,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
431;1;R3;1820.1.375;ЗТСР (Х/1820/2021);Малые детали;газораспределитель, крепёж;Малые детали;Прокладка, S=0,5;;;PB0000033932;MBP__KV017G021;шт.;64;56;8;;8; € 6,40 ; € 409,65 ; € 4,00 ; € 256,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
432;1;R3;1820.1.376;ЗТСР (Х/1820/2021);Малые детали;;Малые детали;Пробка резьбовая;;;PB0000000709;-;шт.;1;1;0;;; € 40,01 ; € 40,01 ; € 25,00 ; € 25,00 ; В наличии ; Ожидается ;0;19.07.2022;;;;;;;
433;1;R3;1820.1.377;ЗТСР (Х/1820/2021);Малые детали;трубопровод газа на камере сгорания;Малые детали;Соединение резьбовое;;;PB0000001186;-;шт.;2;;2;;2; € 168,02 ; € 336,04 ; € 105,00 ; € 210,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
434;1;R3;1820.1.378;ЗТСР (Х/1820/2021);Малые детали;трубопровод газа на камере сгорания;Малые детали;Штуцер;;;PB0000284492;-;шт.;2;;2;;2; € 128,02 ; € 256,03 ; € 80,00 ; € 160,00 ; Отсутствует ; Ожидается ;100;;;;;;;;
